1164,781110/6787,10,1,2009-10-05,null,91,null
1165,781111/8480,24,2,2012-01-15,null,237,null
1166,781116/8123,34,2,2000-04-26,null,338,null
1167,781116/9047,16,7,2005-10-10,null,156,null
1168,781118/8770,24,5,2012-09-14,null,235,null
1169,781126/8421,19,6,2007-04-27,null,182,null
1170,781128/7924,3,4,2009-03-16,null,28,null
1171,781128/8452,22,6,2000-10-06,null,216,null
1172,781202/8015,28,3,2019-01-20,null,277,null
1173,781205/8980,36,6,2015-12-22,null,358,null
1174,781210/7622,38,1,2011-02-24,null,375,null
1175,781214/8102,39,6,2006-04-14,null,382,null
1176,781214/8465,33,5,2010-03-13,null,326,null
1177,781220/7667,20,1,2012-02-16,null,194,null
1178,781225/7970,20,5,2014-02-27,null,193,null
1179,781228/8286,11,2,2010-10-20,null,108,null
1180,781231/6930,3,8,2009-04-14,null,22,null
1181,785121/7902,18,7,2008-04-03,null,180,null
1182,785129/6937,17,3,2017-06-16,null,167,null
1184,785327/7751,1,2,2007-01-14,null,7,null
1185,785329/8376,36,6,2002-01-05,null,356,null
1186,785526/7915,20,8,2014-11-01,null,194,null
1187,785607/9176,20,1,2001-06-01,null,193,null
1189,785613/8466,17,1,2000-08-22,null,164,null
1190,785614/8366,9,3,2019-04-21,null,85,null
1191,785630/7294,21,6,2020-08-22,null,209,null
1192,785704/8980,7,6,2007-09-18,null,63,null
1194,785826/7593,8,6,2017-10-05,null,79,null
1195,785902/8430,38,5,2000-10-01,null,375,null
1196,786021/9400,35,2,2006-01-18,null,345,null
1197,786023/7891,9,6,2006-10-08,null,89,null
1198,786026/7217,33,5,2002-01-15,null,321,null
1200,786028/6819,10,5,2000-05-08,null,95,null
1201,786031/8422,8,6,2005-12-08,null,72,null
1202,786202/8416,6,8,2017-08-01,null,56,null
1203,786206/7631,40,6,2016-11-08,null,392,null
1205,786215/8601,21,2,2018-12-09,null,209,null
1206,790103/7760,21,1,2021-08-19,null,206,null
1207,790105/9386,20,6,2001-06-24,null,200,null
1208,790106/8076,15,8,2001-02-25,null,146,null
1210,790110/9645,26,6,2014-12-12,null,259,null
1211,790119/7931,5,7,2020-01-02,null,41,null
1212,790122/8280,31,2,2008-05-02,null,304,null
1213,790122/8423,25,2,2001-03-20,null,248,null
1215,790206/3367,19,6,2007-11-24,null,186,null
1216,790206/8471,19,4,2020-11-02,null,186,null
1217,790207/7480,30,6,2014-12-12,null,295,null
1218,790213/8365,11,1,2016-11-02,null,108,null
1220,790216/7075,36,8,2013-01-09,null,357,null
1221,790217/8482,20,4,2020-10-07,null,191,null
1222,790218/7887,21,7,2003-01-18,null,204,null
1223,790228/7140,20,2,2015-03-24,null,193,null
1225,790310/8103,31,8,2003-08-31,null,309,null
1226,790315/6096,2,7,2008-07-16,null,14,null
1227,790327/7371,31,6,2013-11-28,null,308,null
1228,790328/8327,25,7,2020-02-02,null,241,null
1229,790402/6768,6,4,2015-05-30,null,57,null
1231,790407/9469,19,6,2016-09-06,null,181,null
1232,790411/7133,27,8,2007-12-12,null,269,null
1233,790429/7126,35,6,2021-02-09,null,349,null
1234,790429/8083,18,3,2022-05-10,null,177,null
1236,790505/7600,23,1,2012-03-10,null,229,null
1237,790506/8490,26,1,2019-07-19,null,259,null
1238,790507/7917,13,7,2007-05-27,null,130,null
1239,790508/7468,4,4,2003-09-15,null,37,null
1241,790510/7375,40,8,2018-06-11,null,396,null
1242,790513/7691,8,8,2016-01-04,null,80,null
1243,790515/8811,33,1,2010-05-16,null,324,null
1244,790516/7897,32,2,2003-03-10,null,318,null
1246,790522/8111,25,1,2014-05-03,null,241,null
1247,790522/8606,10,6,2007-12-14,null,95,null
1248,790524/8648,10,5,2010-08-24,null,99,null
1249,790525/8471,20,1,2008-07-02,null,200,null
1250,790530/8136,6,1,2001-09-14,null,57,null
1251,790603/7359,33,6,2014-01-28,null,323,null
1252,790604/7919,38,2,2016-03-26,null,372,null
1253,790606/8126,32,2,2020-09-19,null,317,null
1254,790608/9356,16,2,2017-12-22,null,152,null
1255,790612/7900,35,2,2016-01-28,null,344,null
1256,790618/7256,35,1,2016-12-24,null,350,null
1257,790624/7239,17,8,2011-03-17,null,165,null
1258,790625/7480,4,6,2016-12-30,null,36,null
1259,790628/8467,36,3,2016-01-21,null,356,null
1260,790630/6694,3,6,2008-06-23,null,21,null
1261,790715/9348,3,6,2002-06-11,null,26,null
1262,790716/8093,27,6,2003-02-09,null,268,null
1263,790717/8015,26,4,2013-08-22,null,251,null
1264,790719/6220,2,3,2003-11-28,null,18,null
1265,790719/8013,17,1,2009-11-25,null,162,null
1266,790720/8034,40,8,2013-09-09,null,397,null
1267,790727/9061,3,1,2010-04-27,null,25,null
1268,790802/9283,9,3,2020-11-19,null,87,null
1269,790805/5848,9,4,2018-10-07,null,88,null
1270,790807/7012,22,2,2000-08-28,null,212,null
1271,790810/8373,22,8,2002-07-22,null,216,null
1272,790810/8417,6,1,2020-03-05,null,60,null
1273,790811/8449,5,6,2016-10-09,null,42,null
1274,790826/7763,16,5,2017-01-03,null,158,null
1275,790828/7156,11,3,2019-06-15,null,110,null
1276,790829/7144,38,1,2007-03-19,null,378,null
1277,790908/6548,21,7,2006-04-03,null,209,null
1278,790912/7897,7,2,2007-03-02,null,66,null
1279,790917/8112,35,8,2008-03-21,null,348,null
1280,790920/8043,40,8,2010-12-31,null,394,null
1281,790927/7530,1,8,2005-06-08,null,5,null
1282,790927/8498,32,4,2004-04-26,null,311,null
1283,790928/7980,18,1,2008-09-10,null,171,null
1284,790929/8386,18,3,2014-06-26,null,172,null
1285,791005/7969,20,5,2006-04-25,null,193,null
1286,791009/6788,2,3,2001-10-03,null,16,null
1287,791009/9340,4,5,2020-09-23,null,34,null
1288,791010/8415,21,7,2019-11-08,null,203,null
1289,791014/7784,28,6,2019-09-28,null,280,null
1290,791014/7894,26,4,2013-03-30,null,254,null
1291,791017/8441,7,7,2017-08-16,null,70,null
1292,791028/7759,17,5,2008-04-29,null,162,null
1293,791109/7480,24,1,2003-06-20,null,234,null
1294,791113/7487,40,3,2001-04-23,null,397,null
1295,791113/7894,31,7,2007-12-11,null,305,null
1296,791114/7233,21,8,2017-09-14,null,204,null
1297,791116/8309,23,4,2011-09-04,null,223,null
1298,791124/7157,25,1,2003-06-10,null,242,null
1299,791124/9379,34,7,2004-06-13,null,340,null
1300,791204/7902,24,4,2006-11-03,null,240,null
1301,791205/7483,27,8,2004-09-25,null,267,null
1302,791209/7028,31,2,2015-06-20,null,301,null
1303,791212/7806,10,7,2020-05-23,null,91,null
1304,791212/8092,11,8,2017-07-18,null,109,null
1305,791226/7231,23,2,2008-06-19,null,226,null
1306,795125/7501,38,2,2020-06-14,null,379,null
1307,795202/8117,26,4,2018-09-21,null,255,null
1308,795209/8440,38,7,2011-08-24,null,379,null
1309,795313/7632,29,5,2015-05-19,null,287,null
1310,795424/7070,37,2,2000-04-13,null,368,null
1311,795430/8461,28,8,2012-07-14,null,272,null
1312,795605/7153,34,6,2013-12-10,null,336,null
1313,795613/8476,1,1,2012-08-01,null,8,null
1314,795614/8453,28,1,2002-06-04,null,271,null
1315,795620/8458,1,6,2003-12-18,null,1,null
1316,795704/7483,38,3,2015-11-24,null,378,null
1317,795720/6785,23,2,2009-02-05,null,228,null
1318,795903/8472,33,1,2012-06-04,null,329,null
1319,795927/7392,18,8,2003-03-24,null,180,null
1320,796103/8283,21,5,2012-06-17,null,204,null
1321,796110/7913,18,2,2016-04-26,null,172,null
1322,796229/8443,27,8,2020-02-11,null,268,null
1323,800101/8652,13,1,2002-04-17,null,129,null
1324,800107/8426,15,7,2016-11-18,null,146,null
1325,800107/8987,22,3,2004-02-02,null,216,null
1326,800110/7510,16,5,2000-04-06,null,159,null
1327,800111/9148,25,5,2007-11-30,null,247,null
1328,800116/8439,32,6,2005-06-06,null,316,null
1329,800124/8442,24,1,2016-03-10,null,239,null
1330,800127/4050,38,6,2006-11-01,null,372,null
1331,800127/9297,9,7,2016-05-20,null,85,null
1332,800128/8658,4,7,2011-05-09,null,38,null
1333,800130/7908,38,4,2005-01-03,null,373,null
1334,800201/8464,27,4,2013-05-05,null,269,null
1335,800202/6923,18,1,2009-01-20,null,177,null
1336,800205/6073,39,7,2010-05-18,null,390,null
1337,800206/8294,10,3,2017-02-16,null,95,null
1338,800208/7192,10,7,2020-06-25,null,97,null
1339,800208/8952,8,2,2000-07-18,null,79,null
1340,800209/8093,40,4,2011-06-27,null,399,null
1341,800211/8432,35,3,2011-06-05,null,350,null
1342,800214/7670,39,8,2013-01-04,null,390,null
1343,800214/8099,25,3,2018-02-17,null,244,null
1344,800217/8074,4,3,2020-06-25,null,40,null
1345,800228/8767,30,1,2018-09-26,null,292,null
1346,800229/8007,40,1,2015-07-02,null,396,null
1347,800303/6921,5,2,2002-02-13,null,41,null
1348,800307/7808,34,5,2001-08-11,null,335,null
1349,800313/6207,6,6,2006-07-23,null,60,null
1350,800315/7602,40,8,2005-07-15,null,395,null
1351,800316/7381,5,2,2002-01-16,null,43,null
1352,800316/7777,12,5,2021-06-28,null,116,null
1353,800319/7752,18,7,2006-05-13,null,172,null
1354,800326/6051,2,7,2003-11-22,null,18,null
1355,800326/7965,7,6,2021-06-27,null,63,null
1356,800328/7226,2,2,2016-08-12,null,13,null
1357,800329/7258,24,3,2018-03-26,null,236,null
1358,800331/8444,37,2,2007-10-24,null,365,null
1359,800403/6964,33,6,2006-05-27,null,324,null
1360,800403/8097,32,4,2008-11-13,null,316,null
1361,800404/8437,36,6,2000-07-23,null,356,null
1362,800410/9344,27,8,2000-07-26,null,265,null
1363,800413/8087,27,7,2004-07-23,null,270,null
1364,800415/7706,38,1,2021-07-26,null,371,null
1365,800417/8435,27,1,2013-01-24,null,263,null
1366,800425/8438,1,1,2016-08-06,null,2,null
1367,800429/7895,22,5,2003-02-08,null,211,null
1368,800430/6629,22,7,2005-12-10,null,214,null
1369,800502/7470,11,4,2007-11-18,null,102,null
1370,800504/7160,17,6,2012-08-09,null,161,null
1371,800510/7715,35,8,2021-08-31,null,343,null
1372,800511/7153,4,1,2001-05-12,null,40,null
1373,800515/6280,4,7,2001-09-11,null,35,null
1374,800516/7522,2,4,2016-12-24,null,16,null
1375,800516/7764,8,2,2008-01-29,null,80,null
1376,800522/7890,21,2,2005-12-14,null,201,null
1377,800522/8077,24,6,2016-03-18,null,234,null
1378,800526/7611,29,2,2017-12-09,null,283,null
1379,800530/7497,7,7,2008-10-21,null,63,null
1380,800601/7371,11,1,2015-03-04,null,107,null
1381,800604/8424,12,5,2015-02-27,null,111,null
1382,800610/7197,22,4,2019-10-17,null,218,null
1383,800614/7941,19,5,2016-04-07,null,189,null
1384,800615/7269,16,3,2001-07-02,null,158,null
1385,800617/7993,13,1,2007-01-23,null,122,null
1386,800626/9480,12,2,2014-09-20,null,119,null
1387,800701/7183,13,3,2013-06-13,null,128,null
1388,800703/7335,23,5,2016-03-12,null,226,null
1389,800704/7070,25,3,2006-08-24,null,250,null
1391,800718/8310,32,3,2014-02-19,null,318,null
1392,800720/7670,22,3,2014-07-18,null,219,null
1393,800723/7073,13,7,2012-07-25,null,130,null
1394,800728/8443,25,8,2011-06-17,null,243,null
1396,800801/8744,18,5,2019-12-22,null,178,null
1397,800802/7093,14,4,2000-12-03,null,137,null
1398,800803/8423,28,7,2017-06-18,null,278,null
1399,800807/7946,5,6,2001-06-28,null,50,null
1401,800811/7172,9,8,2004-10-10,null,82,null
1402,800815/7916,24,3,2000-04-29,null,233,null
1403,800815/8301,7,5,2004-06-08,null,63,null
1404,800817/7980,6,5,2012-05-09,null,52,null
1406,800820/7592,24,7,2017-12-23,null,234,null
1407,800821/8471,18,8,2004-09-14,null,178,null
1408,800823/7996,31,6,2021-02-21,null,309,null
1409,800825/7752,21,8,2014-12-25,null,208,null
1410,800828/5274,1,5,2001-02-15,null,1,null
1412,800830/7747,37,8,2011-12-12,null,365,null
1413,800831/9638,11,6,2008-05-17,null,104,null
1414,800910/7370,11,3,2001-10-10,null,109,null
1415,800911/7512,25,4,2007-03-18,null,243,null
1417,800913/8610,17,3,2004-02-10,null,161,null
1418,800914/7388,7,1,2022-04-25,null,62,null
1419,800924/8676,4,1,2018-01-07,null,40,null
1420,800926/7783,34,7,2008-03-27,null,339,null
1422,801005/8419,13,1,2009-05-31,null,121,null
1423,801010/7270,35,6,2019-03-24,null,348,null
1424,801018/7669,5,3,2001-12-02,null,48,null
1425,801019/0144,35,7,2020-10-22,null,350,null
1427,801022/8589,15,8,2013-07-05,null,148,null
1428,801025/7750,20,1,2018-09-30,null,193,null
1429,801025/8377,11,7,2004-12-23,null,109,null
1430,801028/8088,34,1,2006-07-24,null,332,null
1432,801103/8002,32,4,2007-01-09,null,315,null
1433,801103/8420,33,6,2020-06-17,null,326,null
1434,801106/8098,20,7,2017-10-04,null,193,null
1435,801107/7613,19,5,2022-06-13,null,182,null
1437,801115/8419,30,5,2021-03-05,null,297,null
1438,801118/7492,7,3,2007-12-09,null,64,null
1439,801118/9560,39,3,2021-06-05,null,384,null
1440,801119/8668,38,3,2008-11-13,null,371,null
1442,801128/8131,9,2,2015-05-11,null,90,null
1443,801129/7987,39,5,2012-05-19,null,389,null
1444,801204/7263,10,3,2014-08-08,null,94,null
1445,801217/6172,24,4,2004-05-01,null,233,null
1446,801220/9667,11,1,2002-06-22,null,102,null
1448,805108/8441,24,5,2012-02-27,null,231,null
1449,805125/7687,8,8,2016-11-24,null,75,null
1450,805214/7785,10,7,2012-02-04,null,97,null
1451,805320/7613,29,1,2019-06-28,null,287,null
1453,805429/8417,34,7,2008-01-02,null,336,null
1454,805529/8416,13,8,2009-07-13,null,125,null
1455,805605/8274,28,2,2015-03-31,null,273,null
1456,805611/8730,21,6,2010-01-31,null,209,null
1457,805617/7910,6,2,2018-09-03,null,59,null
1458,805624/9388,1,4,2004-04-01,null,2,null
1459,805709/8412,7,4,2007-07-20,null,66,null
1460,805725/9034,1,1,2008-02-18,null,8,null
1461,805807/7973,34,4,2007-05-17,null,332,null
1462,805812/8452,34,1,2006-05-03,null,331,null
1463,805813/7747,17,6,2013-06-04,null,166,null
1464,805901/9529,10,1,2014-02-06,null,99,null
1465,806209/7670,25,7,2014-04-28,null,244,null
1466,806219/8078,31,5,2007-03-09,null,303,null
1467,806227/6695,34,8,2019-05-11,null,339,null
1468,810101/8079,21,8,2019-12-02,null,205,null
1469,810103/8121,15,7,2017-01-19,null,149,null
1470,810110/7399,1,2,2007-11-12,null,7,null
1471,810112/8277,35,8,2009-12-03,null,341,null
1472,810114/7901,9,6,2017-10-28,null,89,null
1473,810115/7141,16,2,2004-12-24,null,152,null
1474,810118/9393,8,2,2013-10-27,null,72,null
1475,810120/8016,35,7,2005-04-29,null,347,null
1476,810120/8082,3,1,2008-11-23,null,26,null
1477,810120/8434,40,8,2017-06-15,null,394,null
1478,810120/9644,21,3,2021-07-15,null,210,null
1479,810122/7981,17,4,2021-05-24,null,165,null
1480,810125/7483,5,6,2013-05-15,null,41,null
1481,810126/7922,2,4,2002-05-02,null,20,null
1482,810130/8435,34,8,2018-06-07,null,337,null
1483,810201/6681,21,6,2015-09-20,null,205,null
1484,810201/7682,34,3,2018-01-13,null,337,null
1485,810204/7140,30,1,2022-05-13,null,291,null
1486,635731/0000,40,2,2003-11-27,null,394,null
1487,810210/8432,29,1,2018-10-17,null,288,null
1488,810214/0000,32,8,2016-01-04,null,320,null
1489,810219/7917,12,1,2012-02-16,null,119,null
1490,810224/7230,29,2,2005-10-06,null,285,null
1491,810225/7152,9,8,2010-07-24,null,88,null
1492,810304/8426,19,2,2017-07-22,null,190,null
1493,810305/8315,33,4,2007-02-23,null,323,null
1494,810308/7157,16,8,2007-09-24,null,157,null
1495,810308/8433,39,5,2020-12-22,null,384,null
1496,810309/8443,11,3,2022-04-21,null,106,null
1497,810310/8244,5,3,2021-05-08,null,45,null
1498,810311/7759,13,8,2003-12-21,null,127,null
1499,810320/8454,17,6,2002-07-02,null,167,null
1500,810323/7670,27,6,2015-07-16,null,268,null
1501,810323/7967,15,6,2022-06-12,null,142,null
1502,810323/8616,24,6,2007-02-13,null,235,null
1503,810328/7599,39,1,2009-03-30,null,390,null
1504,810330/7982,8,6,2005-12-29,null,73,null
1505,810410/7495,30,5,2005-01-16,null,299,null
1506,810410/7726,8,8,2006-12-12,null,80,null
1507,810414/7898,38,6,2010-10-09,null,373,null
1508,810418/1961,40,4,2007-06-06,null,397,null
1509,810420/6886,11,1,2003-08-16,null,106,null
1510,810423/9517,28,5,2012-06-04,null,279,null
1511,810424/8075,2,2,2013-03-18,null,14,null
1512,810424/8416,21,6,2019-03-23,null,209,null
1513,810429/8301,2,4,2020-07-25,null,19,null
1514,810430/7981,31,6,2009-02-19,null,307,null
1515,810501/7679,21,8,2009-10-23,null,205,null
1516,810501/8416,24,7,2017-01-08,null,240,null
1517,810506/7773,35,8,2005-02-20,null,343,null
1518,810506/7894,20,6,2015-03-19,null,195,null
1519,810508/0000,26,2,2004-02-03,null,251,null
1520,810509/9057,30,2,2001-12-09,null,292,null
1521,810510/7978,20,5,2014-02-05,null,197,null
1522,810520/7605,2,8,2016-11-14,null,17,null
1523,810520/8683,2,1,2010-09-07,null,16,null
1524,810521/7384,16,1,2020-11-09,null,159,null
1525,810524/7040,34,2,2008-12-17,null,339,null
1526,810525/8436,22,5,2018-04-14,null,217,null
1527,810528/7630,20,2,2009-03-11,null,198,null
1528,810529/7222,32,8,2007-05-04,null,318,null
1529,810604/8434,14,5,2018-03-23,null,137,null
1530,810606/6771,20,2,2003-09-04,null,191,null
1531,810606/7530,16,5,2021-04-08,null,152,null
1532,810610/0000,24,7,2019-03-30,null,235,null
1533,810615/8423,27,5,2018-12-11,null,264,null
1534,810615/8830,32,1,2006-03-02,null,314,null
1535,810617/8465,39,8,2004-06-10,null,384,null
1536,810620/7593,33,2,2017-12-05,null,322,null
1537,810629/7122,1,6,2017-12-14,null,8,null
1538,810629/7287,20,3,2016-08-18,null,199,null
1539,810703/7642,36,5,2004-02-24,null,357,null
1540,810706/7914,5,4,2008-02-19,null,49,null
1541,810706/8464,23,3,2001-01-02,null,226,null
1542,810711/8228,5,6,2019-01-25,null,43,null
1543,810712/6137,3,4,2001-08-17,null,21,null
1544,810715/8411,13,3,2020-03-22,null,130,null
1545,810724/7731,34,2,2000-10-18,null,334,null
1546,810724/8435,20,1,2001-04-12,null,193,null
1547,810726/8400,27,6,2021-03-08,null,268,null
1548,810727/7486,33,5,2008-07-21,null,325,null
1549,810727/9389,15,8,2010-02-21,null,148,null
1550,810728/7639,20,7,2002-04-11,null,194,null
1551,810729/7990,24,3,2004-08-14,null,240,null
1552,810731/7130,13,4,2009-04-13,null,130,null
1553,810731/8439,40,1,2000-04-05,null,392,null
1554,810801/7159,40,4,2010-10-27,null,398,null
1555,810801/9656,23,1,2014-02-28,null,229,null
1556,810802/8445,3,8,2006-04-12,null,22,null
1557,810804/8432,7,2,2001-09-24,null,64,null
1558,810809/6546,25,3,2008-08-09,null,248,null
1559,810811/7160,32,3,2005-03-04,null,313,null
1560,810817/7891,12,2,2012-07-02,null,116,null
1561,810821/7755,1,4,2011-05-11,null,5,null
1562,810824/8126,9,7,2016-06-17,null,88,null
1563,810825/7498,10,1,2020-10-27,null,99,null
1564,810827/7232,30,7,2005-06-02,null,295,null
1565,810903/7893,29,8,2018-01-07,null,288,null
1566,810903/8960,13,5,2012-10-30,null,122,null
1567,810906/6768,2,1,2022-03-24,null,16,null
1568,810908/5512,5,1,2012-09-01,null,41,null
1569,810908/8427,16,6,2015-05-17,null,156,null
1570,810909/7271,13,3,2009-07-11,null,123,null
1571,810911/8116,16,8,2012-05-24,null,152,null
1572,810924/8422,5,8,2010-11-02,null,50,null
1573,810929/8065,38,3,2001-10-18,null,372,null
1574,810929/8417,12,6,2017-04-08,null,116,null
1575,811003/7903,6,7,2006-03-02,null,54,null
1576,811004/9035,32,4,2009-10-11,null,316,null
1577,811011/7708,25,3,2013-08-01,null,249,null
1578,811012/9346,21,4,2001-07-17,null,201,null
1579,811016/8968,26,6,2003-01-11,null,251,null
1580,811021/7896,32,8,2004-05-19,null,320,null
1581,811024/7970,7,3,2016-06-16,null,65,null
1582,811029/8075,2,5,2005-02-20,null,16,null
1583,811114/8089,7,7,2007-09-28,null,65,null
1584,811115/6130,39,6,2021-05-21,null,384,null
1585,811122/7080,31,6,2008-09-01,null,305,null
1586,811125/1111,35,2,2019-01-31,null,342,null
1587,811126/7505,23,3,2014-07-20,null,226,null
1588,811130/8238,38,6,2004-07-06,null,372,null
1589,811202/7594,38,7,2022-07-31,null,371,null
1590,811205/8097,25,1,2004-11-12,null,249,null
1591,811207/7688,1,8,2011-05-31,null,1,null
1592,811207/8953,25,2,2010-02-12,null,241,null
1593,811208/8457,13,5,2007-07-10,null,127,null
1594,811209/8478,32,2,2010-04-18,null,316,null
1595,811211/7992,26,6,2010-09-04,null,253,null
1597,811213/7066,27,7,2007-10-14,null,265,null
1598,811213/8595,31,4,2005-07-17,null,310,null
1599,811224/9398,7,4,2009-07-08,null,66,null
1600,811229/7688,36,8,2002-07-22,null,358,null
1601,815111/7590,12,7,2017-03-27,null,114,null
1603,815203/8389,15,7,2021-07-19,null,150,null
1604,815208/8945,21,4,2001-11-22,null,204,null
1605,815218/7714,16,1,2002-02-11,null,157,null
1606,815223/8380,31,4,2000-04-21,null,302,null
1608,815323/7620,15,7,2004-03-14,null,148,null
1609,815327/7506,1,3,2017-07-20,null,7,null
1610,815403/7133,2,7,2003-04-02,null,20,null
1611,815404/7968,7,2,2010-01-16,null,65,null
1613,815413/7893,14,8,2020-10-23,null,139,null
1614,815506/5677,12,4,2019-11-18,null,115,null
1615,815516/9275,27,6,2016-12-29,null,267,null
1616,815718/6774,38,3,2005-02-01,null,378,null
1618,815806/7687,15,2,2017-10-28,null,148,null
1619,815815/7062,32,8,2005-08-07,null,311,null
1620,815817/7687,37,5,2021-07-04,null,362,null
1621,815903/7755,13,1,2005-10-16,null,127,null
1623,815916/8105,19,4,2006-05-04,null,182,null
1624,815920/8079,12,7,2008-02-11,null,117,null
1625,815930/7948,35,7,2011-06-15,null,342,null
1626,816006/8114,29,5,2001-09-03,null,288,null
1628,816121/7889,38,7,2020-10-22,null,373,null
1629,820104/8460,24,7,2007-06-08,null,237,null
1630,820108/7521,17,5,2000-11-13,null,167,null
1631,820111/8431,8,8,2007-09-21,null,77,null
1633,820119/6256,5,8,2007-07-28,null,49,null
1634,820121/6683,12,3,2002-01-20,null,117,null
1635,820122/9069,5,8,2001-08-12,null,44,null
1636,820123/7682,39,2,2016-08-20,null,387,null
1637,820129/7368,21,6,2004-06-20,null,210,null
1639,820130/7521,29,2,2017-09-21,null,288,null
1640,820201/8429,36,6,2001-06-15,null,358,null
1641,820205/7127,6,6,2011-05-19,null,52,null
1642,820209/7508,31,8,2016-09-08,null,310,null
1644,820215/8371,33,3,2021-03-19,null,330,null
1645,820216/7930,23,8,2011-07-18,null,228,null
1646,820216/9404,15,8,2010-09-22,null,149,null
1647,820220/9290,15,4,2017-04-06,null,146,null
1649,820227/7677,25,5,2018-04-16,null,241,null
1650,820303/7689,7,3,2019-12-01,null,64,null
1651,820304/7270,13,6,2022-06-11,null,121,null
1652,820309/7749,5,6,2021-10-13,null,46,null
1654,820312/7636,29,6,2011-04-07,null,282,null
1655,820313/5556,23,3,2005-03-08,null,225,null
1656,820318/8587,27,6,2013-12-03,null,263,null
1657,820321/6604,18,8,2003-08-11,null,173,null
1659,820329/7267,23,2,2017-11-05,null,222,null
1660,820403/6082,9,7,2014-02-05,null,86,null
1661,820410/8275,21,5,2020-07-12,null,210,null
1662,820412/9582,9,2,2021-11-22,null,85,null
1663,820415/8006,8,4,2002-06-09,null,72,null
1664,820417/7223,10,2,2001-10-12,null,100,null
1665,820419/6880,29,1,2001-11-16,null,282,null
1666,820427/6718,2,1,2002-10-20,null,14,null
1667,820427/7191,35,2,2009-12-02,null,341,null
1668,820430/8442,2,5,2019-07-15,null,19,null
1669,820502/7127,15,2,2005-06-15,null,149,null
1670,820504/9402,5,5,2015-12-10,null,43,null
1671,820511/0000,40,3,2012-10-10,null,392,null
1672,820512/8096,40,4,2009-07-07,null,394,null
1673,820515/8104,35,6,2000-05-17,null,350,null
1674,820518/7694,9,7,2009-10-05,null,90,null
1675,820519/9376,10,4,2020-10-13,null,95,null
1676,820523/7601,14,4,2010-03-05,null,137,null
1677,820527/7377,11,4,2013-09-15,null,105,null
1678,820531/8363,7,5,2015-03-25,null,62,null
1679,820606/8398,40,8,2002-02-12,null,395,null
1680,820608/7153,14,2,2016-04-26,null,134,null
1681,820609/8604,20,2,2010-12-19,null,191,null
1682,820611/7018,20,2,2001-07-28,null,197,null
1683,820611/7601,9,1,2001-02-20,null,85,null
1684,820619/8660,27,8,2020-02-12,null,262,null
1685,820625/7895,27,2,2012-02-09,null,270,null
1686,820625/8500,37,3,2007-09-02,null,369,null
1687,820628/7980,4,3,2015-09-30,null,33,null
1688,820628/8090,18,4,2020-03-15,null,176,null
1689,820628/8112,24,7,2005-01-02,null,234,null
1690,820628/8959,36,5,2001-04-07,null,354,null
1691,820706/8452,34,5,2001-08-16,null,336,null
1692,820707/6944,27,5,2015-08-11,null,270,null
1693,820707/7945,25,2,2006-11-16,null,241,null
1694,820709/7668,33,7,2020-05-03,null,329,null
1695,820711/7127,12,8,2016-03-09,null,114,null
1696,820714/7421,29,8,2015-01-08,null,284,null
1697,820715/8377,11,3,2006-08-19,null,106,null
1698,820718/7747,19,6,2016-10-30,null,187,null
1699,820801/7235,23,6,2011-09-02,null,229,null
1700,820803/7167,9,6,2006-04-17,null,84,null
1701,820803/7332,38,1,2008-06-13,null,378,null
1702,820804/7254,27,7,2011-01-10,null,269,null
1703,820805/7979,11,8,2002-05-10,null,108,null
1704,820805/8452,40,4,2007-02-14,null,399,null
1705,820808/7503,9,6,2007-11-16,null,87,null
1706,820810/7985,8,6,2010-01-09,null,80,null
1707,820810/7996,27,7,2018-01-13,null,270,null
1708,820813/8400,33,7,2019-02-13,null,330,null
1709,820814/7244,30,4,2004-03-01,null,297,null
1710,820818/8120,16,8,2011-07-21,null,155,null
1711,820820/7073,34,6,2007-11-25,null,332,null
1712,820820/7975,35,7,2008-12-05,null,350,null
1713,820828/9034,6,1,2002-02-05,null,57,null
1714,820829/7515,1,6,2000-05-06,null,9,null
1715,820829/8439,38,3,2017-06-07,null,374,null
1716,785329/8376,40,2,2000-11-10,null,392,null
1717,820902/8410,16,8,2011-08-21,null,151,null
1718,820917/7900,15,8,2014-08-31,null,144,null
1719,820920/4575,11,8,2020-11-13,null,109,null
1720,820922/9270,4,4,2005-01-22,null,39,null
1721,820927/6053,21,7,2002-01-29,null,202,null
1722,820927/7120,38,4,2006-03-13,null,378,null
1723,820929/6799,34,6,2014-02-12,null,333,null
1724,820929/6920,3,8,2015-11-23,null,29,null
1725,821003/7396,24,1,2017-09-28,null,231,null
1726,821005/7768,29,7,2008-05-20,null,282,null
1727,821005/9143,24,6,2011-08-04,null,232,null
1728,821006/8438,10,1,2002-05-08,null,93,null
1729,821007/9647,11,2,2021-05-29,null,109,null
1730,821009/9205,5,8,2008-10-15,null,48,null
1731,821012/7497,38,2,2021-08-25,null,375,null
1732,821025/7495,13,8,2018-02-13,null,126,null
1733,821028/8438,29,1,2017-02-06,null,281,null
1734,821030/7765,29,8,2004-09-14,null,283,null
1735,821106/5555,20,4,2007-08-13,null,191,null
1736,821107/7699,8,5,2015-03-17,null,79,null
1737,821116/8614,20,6,2010-09-09,null,191,null
1738,821118/6764,4,7,2001-05-10,null,31,null
1739,821119/7599,29,6,2022-02-11,null,284,null
1740,821124/8441,25,3,2001-11-25,null,242,null
